conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/0730,αρχιτεκτονική και κατασκευές που δεν  προσδιορίζονται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0730
SkillGroup,http://data.europa.eu/esco/isced-f/0731,αρχιτεκτονική και πολεοδομία,,,released,2024-01-29T16:17:36.811Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0731
SkillGroup,http://data.europa.eu/esco/isced-f/0732,οικοδομές και έργα πολιτικού μηχανικού,,,released,2024-01-29T17:05:50.79Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0732
SkillGroup,http://data.europa.eu/esco/isced-f/078,"διεπιστημονικά προγράμματα και προσόντα που περιλαμβάνουν μηχανικό, μεταποιητικό και κατασκευαστικό τομέα",,,released,2023-10-30T09:59:15.592Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,078
SkillGroup,http://data.europa.eu/esco/isced-f/0788,"διεπιστημονικά προγράμματα και προσόντα που περιλαμβάνουν μηχανικό, μεταποιητικό και κατασκευαστικό τομέα",,,released,2023-07-03T14:54:39.891Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0788
SkillGroup,http://data.europa.eu/esco/isced-f/079,"κλάδοι μηχανικής, μεταποίησης και κατασκευής που δεν ταξινομούνται αλλού",,,released,2022-01-13T15:04:52.225Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,079
SkillGroup,http://data.europa.eu/esco/isced-f/0799,"κλάδοι μηχανικής, μεταποίησης και κατασκευής που δεν ταξινομούνται αλλού",,,released,2023-10-30T09:59:05.5Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0799
SkillGroup,http://data.europa.eu/esco/isced-f/08,"γεωργία, δασοκομία, αλιεία και κτηνιατρική",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,08
SkillGroup,http://data.europa.eu/esco/isced-f/080,"γεωργία, δασοκομία, αλιεία και κτηνιατρική που δεν προσδιορίζονται περαιτέρω",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,080
SkillGroup,http://data.europa.eu/esco/isced-f/0800,"γεωργία, δασοκομία, αλιεία και κτηνιατρική που δεν προσδιορίζονται περαιτέρω",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0800
SkillGroup,http://data.europa.eu/esco/isced-f/081,γεωργία,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,081
SkillGroup,http://data.europa.eu/esco/isced-f/0810,γεωργία  που δεν προσδιορίζεται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0810
SkillGroup,http://data.europa.eu/esco/isced-f/0811,φυτική και ζωική παραγωγή,,,released,2021-03-16T13:50:53.105Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0811
SkillGroup,http://data.europa.eu/esco/isced-f/0812,κηπευτική παραγωγή,,,released,2021-03-12T10:30:59.29Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0812
SkillGroup,http://data.europa.eu/esco/isced-f/0819,γεωργία που δεν ταξινομείται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0819
SkillGroup,http://data.europa.eu/esco/isced-f/082,δασοκομία,,,released,2023-06-20T16:06:13.799Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,082
SkillGroup,http://data.europa.eu/esco/isced-f/0821,δασοκομία,,,released,2021-04-14T08:06:48.503Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0821
SkillGroup,http://data.europa.eu/esco/isced-f/083,αλιεία,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,083
SkillGroup,http://data.europa.eu/esco/isced-f/0831,αλιεία,,,released,2021-03-16T13:50:37.609Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0831
SkillGroup,http://data.europa.eu/esco/isced-f/084,κτηνιατρική,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,084
SkillGroup,http://data.europa.eu/esco/isced-f/0841,κτηνιατρική,,,released,2023-02-22T20:03:53.109Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0841
SkillGroup,http://data.europa.eu/esco/isced-f/088,"διεπιστημονικά προγράμματα και προσόντα που περιλαμβάνουν γεωργία, δασοκομία, αλιεία και κτηνιατρική",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,088
SkillGroup,http://data.europa.eu/esco/isced-f/0888,"διεπιστημονικά προγράμματα και προσόντα που περιλαμβάνουν γεωργία, δασοκομία, αλιεία και κτηνιατρική",,,released,2024-07-03T13:04:53.26Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0888
SkillGroup,http://data.europa.eu/esco/isced-f/089,"γεωργία, δασοκομία, αλιεία και κτηνιατρική που δεν ταξινομούνται αλλού",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,089
SkillGroup,http://data.europa.eu/esco/isced-f/0899,"γεωργία, δασοκομία, αλιεία και κτηνιατρική που δεν ταξινομούνται αλλού",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0899
SkillGroup,http://data.europa.eu/esco/isced-f/09,υγεία και πρόνοια,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,09
SkillGroup,http://data.europa.eu/esco/isced-f/090,υγεία και πρόνοια που δεν προσδιορίζονται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,090
SkillGroup,http://data.europa.eu/esco/isced-f/0900,υγεία και πρόνοια που δεν προσδιορίζονται περαιτέρω,,,released,2024-04-10T10:11:41.662Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0900
SkillGroup,http://data.europa.eu/esco/isced-f/091,υγεία,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,091
SkillGroup,http://data.europa.eu/esco/isced-f/0910,υγεία που δεν προσδιορίζεται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0910
SkillGroup,http://data.europa.eu/esco/isced-f/0911,οδοντιατρικές σπουδές,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0911
SkillGroup,http://data.europa.eu/esco/isced-f/0912,ιατρική,,,released,2023-07-05T15:39:12.407Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0912
SkillGroup,http://data.europa.eu/esco/isced-f/0913,νοσηλευτική και μαιευτική,,,released,2021-09-20T12:26:36.821Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0913
SkillGroup,http://data.europa.eu/esco/isced-f/0914,τεχνολογία ιατρικής διάγνωσης και θεραπείας,,,released,2023-07-04T12:51:47.743Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0914
SkillGroup,http://data.europa.eu/esco/isced-f/0915,θεραπεία και αποκατάσταση,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0915
SkillGroup,http://data.europa.eu/esco/isced-f/0916,φαρμακευτική,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0916
SkillGroup,http://data.europa.eu/esco/isced-f/0917,παραδοσιακή και συμπληρωματική ιατρική και θεραπευτική αγωγή,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0917
SkillGroup,http://data.europa.eu/esco/isced-f/0919,υγεία που δεν ταξινομείται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0919
SkillGroup,http://data.europa.eu/esco/isced-f/092,πρόνοια,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,092
SkillGroup,http://data.europa.eu/esco/isced-f/0920,πρόνοα που δεν προσδιορίζεται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0920
SkillGroup,http://data.europa.eu/esco/isced-f/0921,φροντίδα των ηλικιωμένων και των ενηλίκων με αναπηρίες,,,released,2021-10-04T20:14:30.53Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0921
SkillGroup,http://data.europa.eu/esco/isced-f/0922,παιδική φροντίδα και υπηρεσίες για τη νεολαία,,,released,2023-07-04T07:50:56.183Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0922
SkillGroup,http://data.europa.eu/esco/isced-f/0923,υπηρεσίες κοινωνικού λειτουργού και συμβουλευτικής,,,released,2023-06-30T14:28:45.421Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0923
SkillGroup,http://data.europa.eu/esco/isced-f/0929,πρόνοια που δεν ταξινομείται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0929
SkillGroup,http://data.europa.eu/esco/isced-f/098,διεπιστημονικά προγράμματα και προσόντα που αφορούν την υγεία και την πρόνοια,,,released,2023-06-29T13:38:13.156Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,098
SkillGroup,http://data.europa.eu/esco/isced-f/0988,διεπιστημονικά προγράμματα και προσόντα που αφορούν την υγεία και την πρόνοια,,,released,2023-07-03T14:59:07.647Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0988
SkillGroup,http://data.europa.eu/esco/isced-f/099,υγεία και πρόνοια που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,099
SkillGroup,http://data.europa.eu/esco/isced-f/0999,υγεία και πρόνοια που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0999
SkillGroup,http://data.europa.eu/esco/isced-f/10,υπηρεσίες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,10
SkillGroup,http://data.europa.eu/esco/isced-f/100,υπηρεσίες που δεν προσδιορίζονται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,100
SkillGroup,http://data.europa.eu/esco/isced-f/1000,υπηρεσίες που δεν προσδιορίζονται περαιτέρω,,,released,2025-02-19T14:43:00.737Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1000
SkillGroup,http://data.europa.eu/esco/isced-f/101,προσωπικές υπηρεσίες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,101
SkillGroup,http://data.europa.eu/esco/isced-f/1010,προσωπικές υπηρεσίες που δεν προσδιορίζονται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1010
SkillGroup,http://data.europa.eu/esco/isced-f/1011,οικιακές υπηρεσίες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1011
SkillGroup,http://data.europa.eu/esco/isced-f/1012,υπηρεσίες κομμωτικής και καλλονής,,,released,2023-01-25T20:17:17.229Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1012
SkillGroup,http://data.europa.eu/esco/isced-f/1013,"ξενοδοχεία, εστιατόρια και υπηρεσίες τροφοδοσίας",,,released,2023-07-05T09:23:20.685Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1013
SkillGroup,http://data.europa.eu/esco/isced-f/1014,αθλητισμός,,,released,2023-07-05T16:32:27.796Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1014
SkillGroup,http://data.europa.eu/esco/isced-f/1015,"ταξίδια,  τουρισμός και αναψυχή",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1015
SkillGroup,http://data.europa.eu/esco/isced-f/1019,προσωπικές υπηρεσίες που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1019
SkillGroup,http://data.europa.eu/esco/isced-f/102,υπηρεσίες υγιεινής και υγείας στην εργασία,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,102
SkillGroup,http://data.europa.eu/esco/isced-f/1020,"υπηρεσίες υγιεινής και υγείας στην εργασία, που δεν προσδιορίζονται περαιτέρω",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1020
SkillGroup,http://data.europa.eu/esco/isced-f/1021,δημόσια καθαριότητα,,,released,2020-12-07T11:59:16.586Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1021
SkillGroup,http://data.europa.eu/esco/isced-f/1022,επαγγελματική υγεία και ασφάλεια,,,released,2023-06-30T08:19:29.191Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1022
SkillGroup,http://data.europa.eu/esco/isced-f/1029,υπηρεσίες υγιεινής και υγείας στην εργασία που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1029
SkillGroup,http://data.europa.eu/esco/isced-f/103,υπηρεσίες ασφάλειας,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,103
SkillGroup,http://data.europa.eu/esco/isced-f/1030,υπηρεσίες ασφάλειας που δεν προσδιορίζονται περαιτέρω,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1030
SkillGroup,http://data.europa.eu/esco/isced-f/1031,στρατός και  άμυνα,,,released,2020-12-10T13:06:54.77Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1031
SkillGroup,http://data.europa.eu/esco/isced-f/1032,προστασία προσώπων και ιδιοκτησίας,,,released,2023-06-20T08:55:20.116Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1032
SkillGroup,http://data.europa.eu/esco/isced-f/1039,υπηρεσίες ασφάλειας που δεν ταξινομούνται αλλού,,,released,2023-07-05T13:04:06.443Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1039
SkillGroup,http://data.europa.eu/esco/isced-f/104,υπηρεσίες μεταφορών,,,released,2023-07-05T15:11:58.866Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,104
SkillGroup,http://data.europa.eu/esco/isced-f/1041,υπηρεσίες μεταφορών,,,released,2023-02-23T21:00:15.914Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1041
SkillGroup,http://data.europa.eu/esco/isced-f/108,διεπιστημονικά προγράμματα και επαγγελματικά προσόντα που αφορούν τις υπηρεσίες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,108
SkillGroup,http://data.europa.eu/esco/isced-f/1088,διεπιστημονικά προγράμματα και επαγγελματικά προσόντα που αφορούν τις υπηρεσίες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1088
SkillGroup,http://data.europa.eu/esco/isced-f/109,υπηρεσίες που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,109
SkillGroup,http://data.europa.eu/esco/isced-f/1099,υπηρεσίες που δεν ταξινομούνται αλλού,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,1099
SkillGroup,http://data.europa.eu/esco/isced-f/99,πεδίο άγνωστο,,,released,2021-03-12T11:44:36.574Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,99
SkillGroup,http://data.europa.eu/esco/isced-f/999,πεδίο άγνωστο,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,999
SkillGroup,http://data.europa.eu/esco/isced-f/9999,πεδίο άγνωστο,,,released,2022-01-12T20:03:01.494Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,9999
SkillGroup,http://data.europa.eu/esco/skill/00d5d1d2-c521-4c58-9df5-2939c0ce9adb,συνοδεία και υποδοχή ατόμων,,,released,2022-07-15T14:44:44.924Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4.2
SkillGroup,http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2,παρακολούθηση των εξελίξεων στον τομέα της εμπειρογνωμοσύνης,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.9
SkillGroup,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,δεξιότητες και ικανότητες αυτοδιαχείρισης,"αυτορρύθμιση
αυτοπειθαρχία
αυτοδιαχείρηση
επαγγελματική στάση
αυτοέλεγχος",,released,2021-08-30T08:11:14.03Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Δεξιότητες και ικανότητες που απαιτούν από τα άτομα να κατανοούν και να ελέγχουν τις δικές τους ικανότητες και τους περιορισμούς και να χρησιμοποιούν αυτή την αυτογνωσία για τη διαχείριση δραστηριοτήτων σε διάφορα πλαίσια. Περιλαμβάνουν την ικανότητα των ατόμων να ενεργούν με περίσκεψη και υπεύθυνα, να δέχονται την κριτική, να προσαρμόζονται στις αλλαγές και να αναζητούν ευκαιρίες για προσωπική και επαγγελματική εξέλιξη.
  ",T3
SkillGroup,http://data.europa.eu/esco/skill/02208098-ee91-4df0-8581-5c1a04d8fe0a,"εγκατάσταση, συντήρηση και επισκευή μηχανολογικού εξοπλισμού",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7
SkillGroup,http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,Συνεργασία σε ομάδες και δίκτυα,"ενεργώντας με άλλους για την επίτευξη στόχων
συνεργασία με άλλους",,released,2021-09-14T07:57:53.667Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Στήριξη ή ανάπτυξη ομάδας για την επίτευξη ενός κοινού στόχου κατά τρόπο που να δείχνει κατανόηση και σεβασμό των ρόλων και των αρμοδιοτήτων των άλλων.
  ",T4.3
SkillGroup,http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,χρήση ξένων γλωσσών,,,released,2021-04-14T10:04:10.228Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.1
SkillGroup,http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec,διακίνηση και χειρισμός,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6
SkillGroup,http://data.europa.eu/esco/skill/03efa398-a1cc-4589-9c10-84bf10f8d42d,"εγκατάσταση, συντήρηση και επισκευή μηχανολογικού εξοπλισμού",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7.0
SkillGroup,http://data.europa.eu/esco/skill/048812ba-45ff-4801-b04f-b20c03432809,προστασία και επιβολή,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.3
SkillGroup,http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,eγκάρσιες δεξιότητες και ικανότητες,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,T
SkillGroup,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,παροχή συμβουλών για περιβαλλοντικά ζητήματα,,,released,2023-06-20T14:35:24.12Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.5.5
SkillGroup,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,χειρισμός μηχανημάτων επεξεργασίας ξύλου και χαρτοποιίας,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.4.6
